USERID,score,city,gender,age,equity,balance,products,credit_card,last_activity,EST_SALARY,churn
161780,780.0,Рыбинск,Ж,32.0,4,970837.91,2,0,0,112105.69,0
223890,888.0,Рыбинск,Ж,48.0,4,441815.03,2,1,0,152862.22,0
189254,932.0,Ярославль,М,46.0,3,2817140.07,2,1,0,277818.52,0
128539,848.0,Рыбинск,Ж,28.0,4,375685.3,2,1,1,32705.07,0
154380,816.0,Ярославль,М,31.0,5,712035.3,3,1,1,25929.64,0
194821,814.0,Рыбинск,М,35.0,5,1097803.53,2,0,0,75126.18,0
131567,788.0,Рыбинск,М,40.0,4,466285.01,2,1,1,146585.29,0
123351,818.0,Ростов,Ж,40.0,1,153404.6,2,0,0,34648.12,0
173913,919.0,Ярославль,Ж,45.0,0,,2,1,0,188490.99,0
147985,900.0,Ярославль,М,26.0,5,749698.7,3,0,1,94861.7,1
180366,743.0,Ростов,М,46.0,4,393410.02,2,1,0,103855.39,0
121755,892.0,Ярославль,Ж,36.0,3,301102.06,2,1,0,138647.5,0
174024,827.0,Рыбинск,М,39.0,3,208252.11,2,0,0,133664.62,1
115648,913.0,Ярославль,Ж,45.0,0,,2,1,0,295201.59,0
205994,914.0,Ярославль,М,38.0,0,,2,1,0,277341.19,0
166120,899.0,Ярославль,М,33.0,5,466759.42,1,1,0,101905.17,0
196818,854.0,Рыбинск,Ж,76.0,5,613822.38,3,1,0,24165.05,0
186730,916.0,Ярославль,Ж,52.0,0,,2,1,1,187471.96,0
119532,878.0,Ярославль,Ж,53.0,0,,1,1,0,103070.21,0
201729,973.0,Рыбинск,Ж,30.0,1,,1,1,1,536066.47,0
145863,979.0,Рыбинск,М,47.0,3,685931.7,2,0,1,139728.14,0
219208,768.0,Ярославль,Ж,33.0,3,331794.86,2,1,0,64955.64,0
226826,881.0,Ярославль,М,32.0,2,277823.73,2,1,0,103321.22,0
189725,766.0,Ярославль,Ж,53.0,2,239633.28,2,0,1,42821.37,1
148829,863.0,Рыбинск,М,34.0,2,489748.72,1,1,0,101294.57,0
143296,796.0,Рыбинск,Ж,53.0,2,171579.29,2,0,0,162981.98,0
158009,823.0,Ростов,Ж,59.0,2,538462.71,2,0,1,59971.59,1
180244,799.0,Ростов,М,43.0,2,487140.07,2,0,1,67276.02,0
198951,842.0,Ростов,М,55.0,5,691689.81,2,0,0,83900.07,0
114427,798.0,Ярославль,Ж,45.0,1,264061.75,3,0,0,93474.28,0
138703,914.0,Ярославль,Ж,19.0,0,,1,1,0,92590.71,0
228143,748.0,Ярославль,М,44.0,4,228595.71,1,1,1,112825.25,0
201789,900.0,Ростов,Ж,32.0,0,,2,0,1,88971.12,0
144658,878.0,Ростов,М,57.0,6,1159144.94,2,0,1,74408.73,1
133052,863.0,Рыбинск,Ж,33.0,5,868510.12,2,1,1,96877.34,0
153172,863.0,Ярославль,М,27.0,2,258185.1,4,1,1,43178.07,1
222235,903.0,Ярославль,М,23.0,0,,1,1,1,63977.6,0
136890,897.0,Ярославль,Ж,29.0,2,729630.47,1,1,1,106416.25,1
187117,827.0,Ярославль,Ж,29.0,3,182427.05,2,1,1,64257.19,0
137206,908.0,Ярославль,М,29.0,0,,1,1,1,203727.23,0
143433,817.0,Рыбинск,Ж,30.0,2,241438.72,2,0,1,43135.85,0
173893,937.0,Ярославль,М,37.0,5,1342051.63,2,1,0,480441.1,0
151050,909.0,Ярославль,Ж,42.0,2,1149882.27,2,0,0,256506.27,0
220929,872.0,Ярославль,М,56.0,5,885033.01,3,0,0,112401.7,1
117943,880.0,Ярославль,Ж,40.0,0,,1,1,0,137718.93,0
167783,909.0,Ярославль,М,36.0,0,,1,1,0,466517.54,0
210343,953.0,Ярославль,М,33.0,0,,1,1,0,138167.69,0
226524,893.0,Ярославль,М,29.0,5,867727.78,5,1,1,144983.66,1
218876,721.0,Ярославль,М,40.0,0,,1,1,1,162580.19,0
155364,926.0,Ярославль,М,30.0,5,805459.63,2,1,1,36018.77,0
146644,896.0,Рыбинск,Ж,54.0,3,330926.4,2,1,1,77888.84,0
147964,770.0,Рыбинск,Ж,42.0,4,659127.58,2,1,1,65700.99,0
173891,827.0,Ярославль,Ж,55.0,0,,1,0,1,188583.42,0
172361,896.0,Рыбинск,М,24.0,4,76090.45,2,0,1,116997.22,0
200876,874.0,Ярославль,М,35.0,0,,1,1,1,111767.86,0
208242,869.0,Рыбинск,Ж,37.0,4,1037996.94,2,1,0,128982.63,0
146910,955.0,Ярославль,Ж,42.0,0,,1,1,1,187110.47,0
215312,815.0,Ростов,М,63.0,2,1236933.84,2,0,1,100111.51,0
166735,845.0,Ярославль,Ж,35.0,1,82831.1,2,0,0,128208.38,0
213617,802.0,Ярославль,М,44.0,5,513910.14,1,1,1,78627.44,1
220368,862.0,Рыбинск,Ж,49.0,3,335856.88,2,0,0,48727.21,0
175167,819.0,Ярославль,М,44.0,0,168975.92,2,1,0,239079.02,0
200048,799.0,Рыбинск,Ж,54.0,5,599407.22,2,1,0,63293.27,0
143888,915.0,Ярославль,Ж,34.0,4,789300.2,3,0,1,100557.01,1
210595,838.0,Ярославль,М,57.0,4,872858.41,2,1,0,157127.78,0
198984,829.0,Ростов,Ж,63.0,5,1087737.94,3,0,0,116940.37,0
132550,833.0,Ростов,М,32.0,5,398581.17,2,0,1,108679.4,1
145002,828.0,Ярославль,М,29.0,4,113420.1,2,1,0,89439.76,0
174965,861.0,Ярославль,Ж,38.0,3,378685.73,2,1,0,344795.49,0
158420,908.0,Ярославль,Ж,31.0,3,249095.55,2,1,1,99220.73,0
179418,828.0,Ростов,Ж,27.0,3,150563.65,2,1,0,40834.33,0
161512,892.0,Ярославль,Ж,79.0,3,337392.63,2,1,0,103858.46,0
213791,905.0,Рыбинск,М,37.0,5,1484886.91,2,0,0,149255.4,0
214414,822.0,Ярославль,М,50.0,6,873289.36,3,1,1,30262.12,1
144559,748.0,Ярославль,М,45.0,0,,1,1,0,288756.23,1
143086,832.0,Рыбинск,Ж,55.0,3,463314.75,1,0,0,49449.58,1
173427,820.0,Ростов,Ж,29.0,4,247863.38,2,0,1,83232.75,0
223611,940.0,Рыбинск,М,40.0,0,,1,1,0,176158.11,0
217434,810.0,Рыбинск,Ж,56.0,2,924560.51,2,0,1,133941.14,0
127103,775.0,Ярославль,Ж,57.0,0,116738.28,2,1,1,58456.97,0
158200,858.0,Рыбинск,Ж,42.0,1,342959.26,2,1,0,165619.3,0
169672,782.0,Рыбинск,М,32.0,4,1050136.19,1,1,1,48316.9,0
136751,930.0,Ярославль,Ж,19.0,0,,1,1,1,49459.61,0
112273,934.0,Рыбинск,М,46.0,4,2235533.23,4,1,0,174432.22,1
190143,955.0,Ярославль,М,38.0,0,,1,1,1,220950.25,0
210387,795.0,Ярославль,Ж,39.0,2,376195.1,2,1,0,99778.95,0
174412,919.0,Ярославль,Ж,50.0,5,2345147.46,2,1,0,165038.08,0
129662,789.0,Ярославль,Ж,30.0,4,533032.83,2,1,0,130851.81,0
156547,929.0,Ярославль,Ж,55.0,5,2261039.35,4,1,1,149424.5,1
185653,968.0,Ярославль,Ж,36.0,4,6767935.2,2,0,1,737314.78,1
160565,920.0,Ярославль,М,41.0,0,,1,1,1,400670.12,0
141906,774.0,Ярославль,Ж,26.0,2,286774.35,2,0,1,43527.93,0
160168,934.0,Рыбинск,М,43.0,0,,1,1,1,271896.4,0
183508,809.0,Ярославль,Ж,66.0,4,1361333.51,3,1,0,57440.56,0
137993,841.0,Ярославль,М,33.0,5,840140.92,2,1,0,105933.18,0
122994,753.0,Ярославль,М,31.0,3,302619.9,1,1,0,46509.01,0
185133,967.0,Рыбинск,Ж,54.0,1,220039.63,2,1,1,41683.73,0
227611,905.0,Ярославль,М,38.0,5,532677.36,1,1,0,138077.49,0
203533,861.0,Ярославль,Ж,68.0,3,1280139.84,3,0,1,55519.56,0
156149,900.0,Ярославль,М,62.0,5,119113552.01,2,1,1,138041.31,0
147896,912.0,Ярославль,М,25.0,5,848372.28,1,1,1,144676.28,1
228555,895.0,Ярославль,Ж,31.0,5,472235.36,3,0,0,128116.97,0
139168,821.0,Ярославль,М,54.0,4,342924.06,2,1,1,241753.79,1
162482,804.0,Ростов,Ж,62.0,3,530062.68,2,1,1,139566.25,0
169260,939.0,Ярославль,М,44.0,0,,1,0,1,218657.38,0
123346,834.0,Ярославль,М,53.0,4,1355759.24,2,1,0,125435.12,0
222365,772.0,Ярославль,М,53.0,1,1231322.53,2,1,1,93896.45,0
136482,780.0,Ростов,Ж,36.0,0,61535.87,2,1,1,151864.7,0
124201,772.0,Ярославль,М,39.0,2,226412.72,2,1,0,107884.65,0
179628,717.0,Ярославль,М,26.0,0,,1,1,1,288858.69,0
164257,852.0,Ярославль,Ж,60.0,5,542896.33,1,1,0,43264.96,0
182035,942.0,Ростов,Ж,43.0,0,,2,1,1,343913.93,0
216534,807.0,Ярославль,Ж,35.0,4,1417227.15,3,0,1,98176.05,0
130884,903.0,Ростов,М,39.0,3,1079410.28,2,1,0,179616.11,0
139441,856.0,Рыбинск,М,43.0,5,1345490.92,4,0,1,116355.48,0
136981,772.0,Рыбинск,М,43.0,5,376590.6,3,0,0,40596.05,0
172322,849.0,Ярославль,Ж,26.0,3,198700.59,2,1,1,29741.28,0
134892,902.0,Ярославль,М,24.0,0,,1,1,1,115716.03,0
201628,796.0,Ярославль,Ж,41.0,4,447104.61,3,0,1,140537.69,0
206709,827.0,Ярославль,Ж,52.0,3,639951.76,1,1,0,54301.89,0
203020,956.0,Ярославль,М,37.0,0,,1,1,0,349055.58,0
114324,801.0,Ярославль,М,43.0,4,247921.37,3,1,1,127612.32,0
194854,913.0,Рыбинск,М,59.0,5,2447802.13,2,0,1,93515.71,1
140185,916.0,Рыбинск,Ж,36.0,5,971772.7,1,1,1,71088.53,0
158176,856.0,Ростов,Ж,60.0,6,717611.12,1,1,0,62873.34,0
156517,804.0,Ростов,Ж,35.0,0,78613.67,2,0,1,53235.62,0
228709,868.0,Ярославль,М,41.0,5,2264176.36,4,1,0,250290.15,1
196845,876.0,Рыбинск,Ж,69.0,0,,2,0,1,49569.9,0
223906,823.0,Ярославль,М,33.0,2,267131.91,2,1,1,55964.03,0
196023,752.0,Ярославль,М,63.0,2,478106.16,2,1,0,90666.33,0
157234,884.0,Рыбинск,Ж,45.0,4,544729.38,2,0,1,249586.35,0
203293,834.0,Рыбинск,Ж,68.0,5,1108313.5,2,0,1,115917.56,0
225625,857.0,Ярославль,Ж,31.0,2,725540.12,2,1,1,68122.44,0
154707,945.0,Рыбинск,М,44.0,0,,1,1,1,341059.69,0
116947,834.0,Рыбинск,М,62.0,7,1677405.34,3,0,0,58508.55,0
121997,785.0,Ярославль,Ж,34.0,2,660925.18,3,0,0,131778.63,0
121073,933.0,Ярославль,М,60.0,1,,1,1,0,163761.78,0
189318,863.0,Ярославль,М,39.0,3,896990.45,2,1,0,187622.3,0
127674,885.0,Рыбинск,Ж,35.0,7,359907.59,2,1,1,87918.02,0
147622,850.0,Ростов,Ж,73.0,2,263390.68,3,0,1,9530.0,0
162867,934.0,Рыбинск,Ж,50.0,5,1212542.19,2,0,1,120525.02,0
227656,837.0,Ярославль,М,35.0,5,596147.22,2,1,1,113208.52,0
200633,731.0,Ярославль,М,30.0,0,,1,1,1,329457.19,0
212796,754.0,Рыбинск,Ж,32.0,1,64686.97,1,1,0,56074.85,0
157973,909.0,Ярославль,М,38.0,5,1388668.97,2,0,1,203132.22,1
137899,926.0,Ярославль,Ж,71.0,7,1666561.17,2,1,1,58232.95,0
214077,964.0,Рыбинск,Ж,42.0,0,,1,0,0,204069.75,0
174026,863.0,Ярославль,Ж,25.0,1,79193.5,2,1,1,24013.26,0
172159,891.0,Рыбинск,М,63.0,4,977560.85,2,0,0,39233.59,1
219548,830.0,Ростов,Ж,63.0,3,381655.36,3,1,0,22380.8,0
166756,860.0,Рыбинск,М,53.0,4,538405.47,2,0,0,161150.44,1
167458,776.0,Ростов,Ж,35.0,5,702545.62,1,0,1,86745.86,0
182207,829.0,Ростов,М,36.0,3,349193.84,2,1,0,35046.7,0
188533,884.0,Ростов,Ж,57.0,0,,1,0,0,20858.46,0
192165,837.0,Ярославль,Ж,40.0,5,614538.06,3,0,0,129861.9,0
116002,791.0,Рыбинск,Ж,44.0,2,340983.26,2,1,1,159869.74,0
142929,926.0,Ростов,М,51.0,3,1383478.59,2,0,0,208656.61,1
164308,903.0,Ярославль,М,60.0,0,,3,0,0,94566.99,0
134296,802.0,Ярославль,Ж,43.0,5,403106.22,2,0,0,76502.8,0
215397,792.0,Ростов,Ж,54.0,4,814166.64,2,0,0,35909.14,1
139006,921.0,Рыбинск,Ж,37.0,3,235179.47,2,1,1,192546.84,0
146047,844.0,Ярославль,Ж,37.0,5,1506420.18,2,1,0,142250.73,0
224031,904.0,Ярославль,М,31.0,4,2064255.27,4,1,1,139695.18,1
219790,884.0,Рыбинск,Ж,54.0,0,,1,0,1,133103.2,0
168827,780.0,Ярославль,Ж,38.0,0,372039.52,3,1,0,99377.44,0
208834,902.0,Ярославль,Ж,58.0,0,298228.06,2,0,0,148251.13,1
158762,787.0,Ярославль,М,61.0,2,259869.94,1,1,0,46974.87,0
139007,937.0,Рыбинск,М,54.0,0,,1,1,1,156661.48,0
226554,889.0,Ярославль,М,43.0,3,1650831.9,2,0,0,142114.23,1
187389,754.0,Ярославль,М,34.0,3,304658.27,1,1,0,34200.37,0
156912,889.0,Рыбинск,М,33.0,0,,2,1,0,124587.71,0
195645,830.0,Ярославль,Ж,52.0,5,571609.57,1,1,0,162273.29,0
118160,777.0,Ростов,М,38.0,2,406870.05,2,1,0,48348.89,0
156608,818.0,Ярославль,Ж,35.0,2,184475.75,2,1,0,43408.75,0
142456,928.0,Ярославль,М,35.0,0,,1,1,0,176578.27,0
178726,859.0,Ростов,Ж,60.0,1,186625.28,1,1,0,19661.3,0
205211,874.0,Рыбинск,М,43.0,5,540505.53,2,1,0,57461.58,0
159519,824.0,Ярославль,М,63.0,3,875072.24,2,1,1,109037.83,0
214949,949.0,Ярославль,М,33.0,5,4376616.32,2,0,0,332110.88,1
220593,892.0,Ярославль,Ж,78.0,4,911884.22,3,0,0,67891.26,0
134356,801.0,Ярославль,Ж,32.0,2,1054587.49,2,1,1,125270.79,0
208240,838.0,Ярославль,М,30.0,5,343413.33,1,1,0,51634.77,0
204474,794.0,Ярославль,Ж,26.0,4,197853.48,2,1,1,17043.54,0
217809,845.0,Ярославль,Ж,45.0,5,1114228.52,3,0,0,145415.34,0
193587,829.0,Ярославль,Ж,41.0,4,500100.15,4,0,1,212165.82,0
195730,844.0,Ярославль,Ж,58.0,0,268069.99,2,0,0,115057.0,1
224191,896.0,Ярославль,М,50.0,4,3104746.67,3,0,0,253329.19,1
126318,716.0,Ярославль,Ж,43.0,0,,1,1,0,149370.75,0
167751,753.0,Ярославль,М,65.0,0,195513.43,2,0,0,24137.18,0
122822,931.0,Рыбинск,Ж,32.0,4,2609553.19,2,0,1,188236.38,1
181324,903.0,Рыбинск,М,59.0,5,865489.04,2,0,0,86112.51,0
193767,695.0,Ростов,М,42.0,0,,1,1,1,164530.34,0
199072,806.0,Рыбинск,Ж,38.0,4,439836.44,2,0,0,121403.74,0
181590,857.0,Ярославль,М,40.0,4,1094627.2,2,1,0,249399.82,1
174767,752.0,Рыбинск,Ж,44.0,0,,1,1,0,320632.13,0
187870,779.0,Ярославль,М,28.0,4,703393.29,3,1,1,21863.38,0
116540,887.0,Ярославль,Ж,38.0,0,,1,0,1,119247.61,0
158039,911.0,Ярославль,М,40.0,3,6115897.49,2,0,0,409521.5,0
184849,918.0,Ростов,М,39.0,1,,1,1,0,122688.36,0
203912,857.0,Рыбинск,Ж,72.0,3,627466.72,2,0,1,94667.07,0
117950,779.0,Ярославль,Ж,35.0,4,317622.17,1,1,0,71700.84,0
213526,811.0,Ярославль,Ж,65.0,2,476785.81,2,1,1,30561.62,0
136463,853.0,Рыбинск,Ж,30.0,5,466510.6,2,0,1,32175.74,1
131709,919.0,Ростов,М,56.0,0,,1,1,0,97212.93,0
181390,906.0,Ярославль,М,42.0,4,598094.17,4,1,1,196076.07,1
116625,905.0,Рыбинск,Ж,44.0,1,,1,0,1,137982.82,0
197854,741.0,Ярославль,М,26.0,3,141680.68,2,1,0,10010.35,0
149779,895.0,Ярославль,М,51.0,5,4059817.53,3,0,1,498606.61,0
225820,913.0,Ростов,М,50.0,3,691034.03,1,1,0,170004.26,0
142597,889.0,Ярославль,М,24.0,4,140603.01,3,0,1,50372.27,1
197046,783.0,Ярославль,Ж,39.0,1,254678.32,2,1,1,111388.53,0
226054,740.0,Ярославль,Ж,53.0,5,550190.28,1,1,1,56275.94,0
125973,737.0,Ростов,Ж,53.0,5,371942.0,2,1,0,34723.58,0
158691,804.0,Ярославль,М,34.0,4,535355.66,3,0,0,78756.25,1
153732,819.0,Рыбинск,Ж,35.0,1,72962.14,2,0,0,96807.4,0
105493,832.0,Ярославль,М,27.0,2,294299.97,2,1,1,69764.94,1
172171,895.0,Ярославль,М,30.0,5,728326.03,1,1,1,70315.3,1
140859,763.0,Рыбинск,М,25.0,1,34459.72,1,1,1,38976.16,0
178791,826.0,Ярославль,Ж,31.0,5,639788.2,2,1,0,76725.69,0
155845,916.0,Рыбинск,Ж,41.0,5,690738.85,2,0,0,247496.3,0
202432,756.0,Ростов,Ж,46.0,0,,1,1,0,201721.91,0
155017,794.0,Ростов,М,37.0,2,119203.16,1,1,0,94814.16,1
130360,889.0,Ярославль,М,34.0,0,,1,1,0,116927.0,0
183072,801.0,Ростов,М,51.0,3,331081.15,1,1,0,39946.55,0
194303,891.0,Ярославль,Ж,36.0,4,1216799.58,4,1,1,132212.77,1
160960,907.0,Ростов,М,29.0,0,,1,1,1,216053.11,0
132952,895.0,Ростов,М,28.0,4,732523.83,2,1,1,100721.76,1
204700,890.0,Ростов,М,46.0,5,1583350.32,2,0,1,152309.92,1
117280,835.0,Ярославль,Ж,43.0,3,292695.29,1,1,1,165998.76,1
117813,834.0,Ярославль,Ж,46.0,5,568975.01,4,0,1,94987.65,0
176125,793.0,Рыбинск,М,25.0,2,104704.17,1,1,1,36606.88,0
156775,835.0,Ростов,М,38.0,5,546216.29,1,0,0,213914.25,0
115172,876.0,Рыбинск,Ж,38.0,4,2253483.56,2,0,0,89515.85,0
126300,708.0,Ярославль,Ж,36.0,0,,1,1,1,126623.78,0
150387,744.0,Ярославль,М,55.0,1,,3,1,1,708627.74,0
204511,887.0,Ярославль,Ж,70.0,3,1774190.99,2,0,1,74058.46,0
202563,831.0,Ярославль,Ж,33.0,2,541370.25,3,0,1,138333.73,1
168319,814.0,Ярославль,М,42.0,5,360032.75,2,1,0,183659.44,0
122194,859.0,Ярославль,М,36.0,1,328016.14,2,1,1,118060.53,0
215204,778.0,Рыбинск,Ж,34.0,1,255811.23,2,0,1,69297.39,0
177624,881.0,Ярославль,Ж,60.0,4,766006.11,2,0,1,156904.65,1
219089,721.0,Ярославль,Ж,38.0,0,,1,1,0,282417.16,0
149871,860.0,Рыбинск,М,32.0,4,356828.95,3,0,1,89543.43,0
189408,828.0,Ярославль,М,28.0,3,397170.47,2,1,1,154657.69,0
122790,804.0,Ярославль,М,30.0,3,637713.86,3,0,1,83087.92,0
219182,887.0,Рыбинск,М,26.0,4,558693.28,2,0,1,181627.93,1
177438,889.0,Рыбинск,Ж,54.0,5,1120389.07,2,1,1,144310.18,0
135119,841.0,Ярославль,Ж,52.0,4,983030.67,2,1,0,152870.84,0
202598,899.0,Ярославль,М,26.0,4,222824.72,2,1,0,102696.02,0
103404,883.0,Ярославль,Ж,50.0,5,1109991.89,2,0,1,95727.18,1
197088,920.0,Ярославль,М,31.0,0,,3,0,1,213388.55,0
160568,925.0,Ярославль,Ж,41.0,5,1205238.34,2,0,0,245565.66,0
126298,896.0,Ярославль,Ж,78.0,0,,1,1,1,67343.92,0
189224,712.0,Ярославль,М,32.0,0,,1,1,1,310570.04,0
228106,804.0,Ярославль,Ж,69.0,3,326701.33,2,0,0,54190.79,0
175730,846.0,Ярославль,Ж,32.0,7,216764.74,4,1,1,77100.85,1
181332,898.0,Ярославль,М,36.0,3,329083.06,1,1,0,187502.23,0
188895,867.0,Ярославль,М,52.0,5,1010071.17,2,1,0,132909.66,0
203587,905.0,Рыбинск,М,53.0,5,1353976.3,4,1,1,131275.34,1
164668,859.0,Рыбинск,М,34.0,4,410694.92,1,1,1,107265.03,0
138277,835.0,Ярославль,М,44.0,2,438494.16,2,1,0,240141.84,1
119298,746.0,Ярославль,Ж,50.0,2,1097136.05,3,1,1,67953.18,0
183513,894.0,Ярославль,М,41.0,0,,1,1,1,201107.21,0
146525,846.0,Ярославль,М,28.0,5,304191.13,2,1,0,42537.34,0
219154,909.0,Рыбинск,Ж,58.0,4,1128641.97,2,0,0,103439.66,0
119631,901.0,Ярославль,М,41.0,0,,1,1,1,254190.49,0
136464,808.0,Ярославль,Ж,66.0,3,1201783.48,2,0,0,132837.4,0
172163,830.0,Ярославль,М,48.0,0,287447.07,1,1,0,221308.32,0
120073,854.0,Рыбинск,М,42.0,4,618045.46,1,1,0,149675.47,0
147731,907.0,Ярославль,М,42.0,4,2506655.0,2,0,0,147733.04,1
140657,838.0,Рыбинск,М,33.0,1,162905.15,1,1,0,58600.36,0
213898,828.0,Рыбинск,М,31.0,5,456448.66,2,1,0,70142.45,0
181997,820.0,Ярославль,Ж,65.0,3,340225.26,2,1,1,95888.6,0
214312,770.0,Ростов,Ж,61.0,3,1100064.92,2,1,0,25100.09,0
216282,918.0,Ростов,Ж,39.0,5,1100630.43,2,1,1,47605.09,0
195256,834.0,Рыбинск,Ж,52.0,4,405844.86,1,1,0,76477.08,0
133435,889.0,Рыбинск,Ж,48.0,3,853826.36,2,1,1,162703.75,0
155110,909.0,Ярославль,М,34.0,0,,1,1,0,835676.07,0
118166,814.0,Рыбинск,Ж,61.0,0,226933.87,2,1,1,48042.24,0
146646,846.0,Ростов,Ж,35.0,4,1250003.45,2,1,1,158721.19,0
154433,863.0,Ростов,Ж,41.0,3,1124769.63,2,0,1,154447.05,1
194629,903.0,Ярославль,М,66.0,4,131798.64,2,0,0,153631.64,0
117862,926.0,Ярославль,М,60.0,0,,1,1,1,248573.48,0
145195,795.0,Рыбинск,М,32.0,0,43646.22,2,0,1,55543.28,0
121637,913.0,Ярославль,М,34.0,0,,1,1,1,190913.46,0
127294,818.0,Ростов,М,29.0,4,653240.53,2,0,0,74948.72,0
163354,924.0,Ярославль,Ж,69.0,5,2020350.75,3,1,0,72296.28,0
183451,853.0,Ярославль,М,23.0,5,61205.62,2,0,0,80666.24,0
203010,911.0,Ростов,Ж,42.0,4,518419.69,1,1,0,118528.37,0
139823,857.0,Ростов,М,39.0,2,297082.48,2,0,0,78213.47,1
130492,894.0,Ростов,М,42.0,0,,1,0,1,272526.32,0
148307,901.0,Рыбинск,М,33.0,2,996374.97,2,0,0,158342.48,0
117577,912.0,Ярославль,М,34.0,0,,1,1,1,173731.43,0
210538,803.0,Ярославль,Ж,38.0,3,663816.28,1,1,1,208726.8,0
154395,973.0,Ростов,Ж,27.0,0,13675.49,2,0,1,21218.66,0
189351,819.0,Рыбинск,Ж,29.0,3,149277.61,1,1,0,45043.17,0
115260,853.0,Ярославль,М,30.0,2,637689.32,1,1,0,70852.83,0
163242,858.0,Рыбинск,Ж,58.0,0,295963.89,2,0,0,83353.94,1
176523,890.0,Рыбинск,М,31.0,3,1516872.13,1,1,1,126420.25,1
127658,921.0,Ярославль,М,62.0,5,1039551.11,1,1,0,138989.75,0
118294,896.0,Ярославль,М,40.0,0,,1,1,1,203832.62,0
212446,742.0,Ярославль,М,29.0,3,199366.88,1,1,1,84160.9,0
202757,850.0,Рыбинск,Ж,35.0,0,,1,0,0,324513.02,0
190712,767.0,Ярославль,М,45.0,2,882220.82,3,0,0,126121.5,0
193160,942.0,Ростов,Ж,48.0,5,5423474.75,2,0,1,502057.33,1
212715,700.0,Ростов,Ж,47.0,0,,1,1,1,129467.42,0
97939,892.0,Рыбинск,Ж,34.0,4,1448573.27,2,0,1,183011.74,1
120540,876.0,Рыбинск,М,56.0,2,755394.0,2,1,0,155238.91,0
208061,873.0,Ярославль,Ж,52.0,3,529408.15,2,0,0,87941.18,0
141318,877.0,Ярославль,М,24.0,3,1308181.56,2,0,0,262708.47,1
129219,751.0,Рыбинск,М,53.0,1,125085.31,2,1,1,54652.01,0
120018,925.0,Ростов,М,30.0,0,,1,1,1,75073.34,0
215319,950.0,Ярославль,М,42.0,3,1440397.46,1,1,0,311130.64,0
183619,787.0,Ярославль,М,36.0,3,623888.38,2,1,1,182609.2,0
158014,721.0,Ярославль,Ж,33.0,0,,1,1,1,175622.25,0
190404,795.0,Ростов,М,27.0,5,201563.88,2,0,1,17317.03,0
210792,839.0,Ярославль,М,42.0,2,662646.97,1,1,0,138403.6,0
215445,839.0,Рыбинск,М,26.0,5,200684.55,2,0,1,67916.6,0
119338,850.0,Рыбинск,Ж,35.0,2,976754.31,2,0,0,135964.35,0
148616,777.0,Рыбинск,Ж,57.0,3,568542.46,2,0,1,99012.28,0
196471,938.0,Ярославль,М,33.0,0,,1,1,1,282673.6,0
169324,921.0,Рыбинск,М,36.0,5,1360479.54,2,0,1,98620.76,1
141585,822.0,Ярославль,М,29.0,5,660697.72,2,1,1,114080.32,0
221621,824.0,Ростов,М,59.0,3,1308565.07,2,1,0,107076.63,1
207634,816.0,Рыбинск,М,26.0,2,180239.79,2,1,1,30379.01,0
138822,870.0,Рыбинск,Ж,57.0,3,516573.51,1,1,1,97342.17,0
201882,834.0,Ростов,Ж,68.0,1,356257.35,2,1,1,27768.23,0
189435,665.0,Ярославль,М,49.0,0,,1,1,0,251513.66,0
191346,786.0,Ярославль,Ж,52.0,1,200083.67,2,1,0,52145.3,0
206716,904.0,Ярославль,Ж,33.0,0,,1,1,1,138364.01,0
149380,826.0,Рыбинск,Ж,36.0,1,302154.34,2,0,0,26122.08,0
120652,724.0,Рыбинск,Ж,60.0,0,,2,1,0,188306.5,0
159271,827.0,Ярославль,М,50.0,3,238800.08,2,1,0,141231.68,0
221136,760.0,Ярославль,Ж,50.0,0,23250.59,1,1,1,103896.14,0
126343,899.0,Ярославль,М,51.0,5,1225140.2,3,0,0,163678.4,0
162481,881.0,Ярославль,Ж,38.0,1,262028.59,2,1,1,25880.01,0
214884,871.0,Ярославль,М,40.0,3,262303.5,2,1,0,170656.75,0
215836,887.0,Рыбинск,Ж,58.0,5,757172.4,2,1,1,85561.21,0
131989,893.0,Ярославль,М,47.0,0,,1,1,1,184100.52,0
203517,754.0,Ярославль,М,35.0,1,211075.21,2,1,1,37261.33,0
186209,838.0,Рыбинск,М,40.0,6,640943.08,3,0,0,158514.91,0
218902,799.0,Ярославль,Ж,37.0,3,1143367.87,2,1,0,110810.8,0
228655,880.0,Ярославль,М,41.0,5,1293031.85,4,0,1,67837.56,0
120586,781.0,Ярославль,Ж,39.0,0,22912.37,1,1,1,187371.1,0
160758,917.0,Ярославль,М,46.0,0,,1,1,1,272193.49,0
165552,906.0,Ярославль,Ж,25.0,4,566735.58,2,0,1,93026.82,1
198216,855.0,Ярославль,М,26.0,2,188886.26,1,1,0,36990.42,1
156420,949.0,Рыбинск,М,35.0,1,,1,1,0,226765.98,0
208678,826.0,Ярославль,Ж,29.0,4,240564.09,1,1,1,167236.93,0
181300,883.0,Ростов,Ж,69.0,4,1251152.01,3,0,0,115936.69,0
185872,900.0,Ярославль,М,51.0,0,,1,1,0,289139.94,0
131195,816.0,Ярославль,Ж,49.0,4,568975.55,2,0,0,176246.33,0
212080,846.0,Ярославль,Ж,53.0,5,609973.06,2,1,0,54660.96,0
